customer_id,age,gender,loyalty_member,join_date
C013664,19,Male,0,44280
C013665,66,Female,1,44432
C013666,41,Female,1,45883
C013667,26,Female,0,45785
C013668,60,Male,0,45238
C013669,63,Male,1,46015
C013670,62,Female,0,45948
C013671,42,Male,0,45746
C013672,27,Female,0,45757
C013673,24,Male,1,44704
C013674,22,Female,1,44726
C013675,59,Male,1,45895
C013676,56,Male,1,45098
C013677,20,Female,1,44497
C013678,45,Female,1,45547
C013679,65,Female,0,46053
C013680,19,Female,0,44814
C013681,58,Male,1,45585
C013682,30,Male,1,46078
C013683,55,Male,0,45103
C013684,37,Male,0,44933
C013685,32,Female,1,45677
C013686,49,Female,0,44880
C013687,23,Female,0,44782
C013688,64,Male,0,45942
C013689,44,Female,0,45404
C013690,67,Female,0,45994
C013691,25,Male,1,45218
C013692,60,Female,0,45155
C013693,34,Female,1,45730
C013694,69,Female,0,44350
C013695,24,Male,0,45225
C013696,65,Male,1,45963
C013697,32,Male,1,45988
C013698,57,Male,1,45359
C013699,29,Male,1,44337
C013700,33,Male,0,46036
C013701,59,Male,1,45044
C013702,20,Female,0,45123
C013703,59,Female,1,44382
C013704,51,Female,1,44443
C013705,44,Female,0,45966
C013706,35,Female,1,45412
C013707,20,Male,1,45854
C013708,63,Female,1,45267
C013709,47,Female,1,45544
C013710,18,Female,0,45900
C013711,58,Female,1,44979
C013712,62,Male,0,45935
C013713,33,Female,1,44569
C013714,56,Male,0,45106
C013715,52,Female,0,45191
C013716,46,Female,1,44504
C013717,65,Female,1,45472
C013718,68,Male,0,45634
C013719,22,Male,1,44734
C013720,68,Male,1,45500
C013721,67,Female,1,45111
C013722,61,Male,0,45100
C013723,23,Female,1,45023
C013724,36,Male,1,44972
C013725,25,Male,0,45996
C013726,30,Female,0,45316
C013727,59,Male,0,44781
C013728,68,Male,1,45448
C013729,24,Male,0,44891
C013730,56,Female,0,45868
C013731,49,Female,0,45956
C013732,39,Male,1,44861
C013733,32,Male,0,44826
C013734,30,Female,0,44460
C013735,51,Female,1,45069
C013736,63,Female,1,45956
C013737,45,Male,1,45452
C013738,23,Male,0,44482
C013739,50,Female,0,44516
C013740,38,Male,1,45058
C013741,32,Female,0,44839
C013742,52,Male,1,44450
C013743,42,Female,1,44677
C013744,37,Female,0,45023
C013745,60,Male,1,44885
C013746,42,Male,0,44659
C013747,49,Female,0,45042
C013748,36,Female,0,44868
C013749,50,Female,1,45839
C013750,40,Female,0,45828
C013751,35,Male,0,44656
C013752,25,Male,1,44312
C013753,65,Female,1,45336
C013754,55,Female,0,44793
C013755,48,Female,1,45790
C013756,56,Male,1,45558
C013757,34,Male,0,45130
C013758,45,Female,1,45884
C013759,26,Male,1,45972
C013760,43,Female,1,45145
C013761,28,Male,0,44753
C013762,42,Female,0,44435
C013763,63,Male,0,45453
C013764,42,Female,1,45500
C013765,37,Male,1,45375
C013766,64,Male,1,44684
C013767,31,Male,1,44364
C013768,34,Male,0,45354
C013769,32,Male,1,45412
C013770,23,Female,1,45101
C013771,21,Male,0,44352
C013772,52,Male,1,45599
C013773,21,Male,1,44953
C013774,53,Female,1,46031
C013775,47,Male,0,44317
C013776,68,Female,0,45910
C013777,54,Male,1,44360
C013778,40,Male,0,45457
C013779,44,Female,1,45574
C013780,69,Female,0,44999
C013781,42,Female,0,45880
C013782,56,Female,0,45374
C013783,33,Male,1,45995
C013784,44,Female,1,45839
C013785,24,Male,0,45780
C013786,58,Female,1,44990
C013787,36,Male,0,44518
C013788,34,Female,0,44791
C013789,34,Female,1,45766
C013790,48,Male,0,45904
C013791,57,Female,0,45094
C013792,27,Female,1,45183
C013793,49,Male,1,45834
C013794,43,Male,0,44742
C013795,60,Male,0,44676
C013796,65,Male,1,44650
C013797,54,Male,1,45310
C013798,51,Female,1,44518
C013799,40,Male,1,44394
C013800,44,Female,0,45333
C013801,21,Female,1,44753
C013802,51,Female,1,45830
C013803,45,Male,1,44940
C013804,24,Male,0,44712
C013805,59,Male,1,45696
C013806,24,Male,1,45234
C013807,63,Male,1,45915
C013808,57,Female,1,45446
C013809,45,Male,0,45357
C013810,61,Male,0,45582
C013811,24,Male,0,45577
C013812,26,Male,0,44851
C013813,24,Female,1,44835
C013814,52,Male,0,45319
C013815,35,Female,1,44898
C013816,64,Male,0,44271
C013817,28,Female,1,44590
C013818,24,Male,1,45496
C013819,19,Male,1,44509
C013820,37,Male,1,46054
C013821,56,Female,1,45088
C013822,53,Male,1,45796
C013823,44,Male,1,45949
C013824,45,Male,1,45274
C013825,24,Male,1,45601
C013826,70,Female,0,44536
C013827,56,Female,1,45879
C013828,57,Female,0,45557
C013829,48,Male,0,45461
C013830,40,Male,1,45241
C013831,41,Male,1,44460
C013832,29,Female,0,45687
C013833,18,Female,1,45592
C013834,60,Male,1,44950
C013835,26,Female,0,45081
C013836,34,Female,1,45758
C013837,48,Male,1,45918
C013838,66,Female,0,45156
C013839,37,Female,0,44687
C013840,47,Female,0,45837
C013841,30,Male,1,44874
C013842,29,Female,1,45510
C013843,23,Male,1,45409
C013844,30,Female,0,45126
C013845,31,Male,1,45662
C013846,50,Female,1,44489
C013847,34,Male,1,44551
C013848,18,Female,1,44442
C013849,54,Female,1,45307
C013850,39,Male,1,45188
C013851,68,Female,1,45227
C013852,40,Female,1,44395
C013853,54,Male,1,44586
C013854,65,Male,0,45165
C013855,63,Female,1,45964
C013856,28,Female,0,44287
C013857,34,Female,0,44307
C013858,19,Male,1,44702
C013859,49,Female,0,44582
C013860,32,Female,1,45270
C013861,32,Male,1,45653
C013862,41,Female,0,44520
C013863,21,Female,0,45846
C013864,21,Male,0,44457
C013865,18,Male,0,44782
C013866,36,Male,0,44628
C013867,63,Female,0,45429
C013868,52,Female,0,45725
C013869,57,Male,1,44324
C013870,23,Male,1,45602
C013871,20,Male,0,45839
C013872,57,Female,0,45693
C013873,57,Male,0,45538
C013874,52,Female,0,44618
C013875,31,Male,0,45010
C013876,67,Male,0,44414
C013877,63,Male,0,45873
C013878,44,Female,0,45661
C013879,34,Female,1,44687
C013880,58,Male,1,44777
C013881,19,Male,1,45954
C013882,28,Female,1,44565
C013883,37,Female,0,44910
C013884,57,Male,1,45238
C013885,58,Male,0,45416
C013886,30,Male,0,45274
C013887,64,Male,0,44905
C013888,42,Female,1,45121
C013889,64,Male,1,44819
C013890,66,Female,0,44880
C013891,57,Male,0,44997
C013892,49,Male,0,44563
C013893,38,Male,1,44307
C013894,65,Female,0,44893
C013895,26,Male,0,45821
C013896,48,Male,1,44671
C013897,26,Male,1,44920
C013898,69,Female,0,45086
C013899,19,Female,1,45974
C013900,48,Female,0,44644
C013901,26,Female,0,45111
C013902,69,Female,1,45302
C013903,45,Female,0,44827
C013904,32,Female,0,44265
C013905,63,Male,0,45649
C013906,66,Male,0,44707
C013907,61,Male,1,45555
C013908,23,Female,1,44674
C013909,23,Male,0,44874
C013910,38,Male,1,45391
C013911,22,Male,0,45826
C013912,38,Male,0,45126
C013913,70,Male,1,45166
C013914,27,Male,1,44807
C013915,66,Female,1,45890
C013916,40,Female,0,45330
C013917,38,Female,1,44676
C013918,24,Female,0,45447
C013919,54,Female,0,45470
C013920,35,Male,1,44893
C013921,45,Male,0,44967
C013922,35,Female,0,44796
C013923,19,Female,0,45221
C013924,35,Female,0,45052
C013925,31,Female,0,45562
C013926,38,Male,0,45572
C013927,35,Female,0,45177
C013928,28,Female,0,45555
C013929,53,Female,1,45420
C013930,57,Female,1,45503
C013931,36,Male,0,44514
C013932,24,Male,1,45017
C013933,50,Male,0,46000
C013934,40,Female,1,44497
C013935,31,Female,0,44538
C013936,37,Male,0,45596
C013937,68,Female,0,45816
C013938,54,Female,1,45646
C013939,40,Male,0,44556
C013940,30,Male,1,44928
C013941,39,Female,1,44470
C013942,61,Female,0,45687
C013943,39,Male,1,44487
C013944,21,Female,1,45277
C013945,70,Female,1,45207
C013946,18,Male,0,45138
C013947,57,Male,0,44471
C013948,32,Male,1,45395
C013949,48,Female,0,44622
C013950,53,Male,0,44549
C013951,45,Male,1,44834
C013952,35,Female,1,45753
C013953,49,Female,1,45298
C013954,26,Female,0,45486
C013955,30,Female,0,44794
C013956,23,Female,0,45654
C013957,27,Female,1,45312
C013958,69,Male,0,44668
C013959,52,Female,1,44993
C013960,48,Male,1,45446
C013961,26,Male,0,44728
C013962,24,Female,1,44317
C013963,33,Female,1,44544
C013964,35,Female,1,45254
C013965,48,Male,1,45340
C013966,67,Male,0,45079
C013967,47,Female,1,44412
C013968,40,Male,0,45265
C013969,64,Female,1,45823
C013970,68,Male,1,45328
C013971,60,Female,0,45397
C013972,51,Female,1,44634
C013973,37,Male,1,45273
C013974,63,Female,0,45926
C013975,49,Female,1,44609
C013976,26,Female,1,45028
C013977,66,Female,0,45219
C013978,44,Male,0,45049
C013979,53,Male,1,45158
C013980,33,Female,1,45605
C013981,18,Female,0,45311
C013982,44,Male,0,44896
C013983,49,Female,1,44716
C013984,62,Male,1,44428
C013985,23,Female,0,45968
C013986,28,Female,0,44459
C013987,48,Male,0,44812
C013988,62,Female,1,45536
C013989,18,Male,1,45973
C013990,41,Female,1,45298
C013991,28,Male,1,44389
C013992,23,Female,1,46055
C013993,43,Male,1,45847
C013994,43,Male,0,45999
C013995,56,Male,0,44463
C013996,67,Male,1,44462
C013997,64,Female,0,44908
C013998,26,Male,1,44871
C013999,31,Female,0,44896
C014000,39,Female,1,45332
C014001,35,Female,0,45930
C014002,41,Female,1,44384
C014003,20,Female,0,45498
C014004,53,Male,1,44593
C014005,56,Female,0,44933
C014006,39,Male,0,44363
C014007,70,Female,1,44971
C014008,61,Female,0,44742
C014009,43,Male,0,44580
C014010,47,Female,0,45746
C014011,27,Male,0,45484
C014012,28,Male,0,45298
C014013,30,Female,1,44265
C014014,47,Male,0,44647
C014015,48,Male,0,44314
C014016,48,Male,1,46000
C014017,40,Male,0,44664
C014018,32,Male,0,45331
C014019,35,Female,1,45105
C014020,57,Female,0,45641
C014021,35,Male,0,44405
C014022,21,Female,0,44749
C014023,20,Female,0,45897
C014024,68,Male,0,45174
C014025,27,Female,0,45720
C014026,38,Female,1,44972
C014027,19,Female,0,44693
C014028,47,Female,1,45123
C014029,19,Male,1,44590
C014030,57,Female,0,44905
C014031,36,Male,0,44934
C014032,30,Male,1,45803
C014033,31,Female,0,45370
C014034,42,Male,0,44906
C014035,40,Male,1,45279
C014036,43,Male,1,45943
C014037,40,Female,0,45906
C014038,19,Female,0,45017
C014039,31,Female,0,44787
C014040,42,Male,1,46037
C014041,51,Female,1,45469
C014042,56,Female,0,44622
C014043,63,Female,1,45901
C014044,44,Male,1,45365
C014045,23,Female,1,44443
C014046,30,Male,1,45646
C014047,35,Male,0,45730
C014048,28,Male,1,44967
C014049,48,Female,1,45483
C014050,31,Female,0,45216
C014051,21,Female,0,44756
C014052,22,Male,1,45194
C014053,43,Female,0,45050
C014054,36,Male,1,45592
C014055,57,Male,0,46067
C014056,54,Male,1,45253
C014057,20,Male,0,45750
C014058,35,Female,0,45590
C014059,44,Male,1,44460
C014060,29,Male,0,45805
C014061,60,Female,0,44625
C014062,28,Male,1,46067
C014063,38,Female,1,44823
C014064,59,Male,0,45124
C014065,52,Female,1,45262
C014066,36,Female,1,45160
C014067,28,Male,0,44638
C014068,55,Male,0,44690
C014069,60,Male,0,45103
C014070,36,Female,0,45724
C014071,50,Male,1,44293
C014072,68,Female,0,45083
C014073,22,Female,1,45376
C014074,33,Female,0,46039
C014075,47,Female,1,44689
C014076,25,Male,1,44550
C014077,40,Female,1,44398
C014078,40,Female,1,45699
C014079,26,Male,1,45387
C014080,31,Female,0,44684
C014081,26,Male,1,45862
C014082,19,Female,0,45250
C014083,60,Female,1,44968
C014084,61,Male,1,45755
C014085,47,Female,1,45392
C014086,41,Male,1,45564
C014087,21,Male,0,45674
C014088,50,Female,1,45949
C014089,20,Male,0,45085
C014090,38,Male,0,44779
C014091,50,Female,0,45999
C014092,30,Female,1,45493
C014093,50,Female,1,44990
C014094,62,Male,1,45163
C014095,57,Male,1,44346
C014096,44,Male,0,44344
C014097,57,Male,1,45314
C014098,61,Male,1,44608
C014099,49,Male,0,45830
C014100,28,Male,0,45753
C014101,40,Male,0,45520
C014102,57,Male,1,44831
C014103,33,Male,0,45072
C014104,70,Female,0,44904
C014105,41,Female,0,45649
C014106,63,Male,0,45522
C014107,21,Male,1,46000
C014108,30,Male,1,45922
C014109,70,Female,0,45833
C014110,37,Female,0,45713
C014111,53,Male,0,45759
C014112,69,Female,0,45019
C014113,24,Female,1,45547
C014114,69,Male,1,45883
C014115,21,Male,0,45285
C014116,20,Male,1,44551
C014117,46,Male,0,46071
C014118,22,Male,1,45007
C014119,44,Female,1,45469
C014120,36,Male,1,46006
C014121,62,Female,0,45323
C014122,30,Male,0,44756
C014123,70,Male,0,45732
C014124,69,Male,1,45088
C014125,30,Female,1,45907
C014126,27,Male,0,44519
C014127,37,Female,0,45243
C014128,38,Female,0,44494
C014129,21,Female,1,46045
C014130,66,Male,1,45353
C014131,61,Female,0,44404
C014132,69,Male,1,46042
C014133,43,Female,0,44341
C014134,36,Female,1,44607
C014135,27,Female,1,44780
C014136,51,Female,1,44891
C014137,26,Female,1,45679
C014138,21,Female,0,45379
C014139,32,Male,1,44296
C014140,52,Male,0,45462
C014141,70,Female,1,44295
C014142,23,Female,1,45470
C014143,27,Female,0,44703
C014144,69,Male,1,45233
C014145,68,Female,0,44600
C014146,62,Male,1,44542
C014147,63,Female,0,44798
C014148,31,Male,1,45744
C014149,38,Male,0,45265
C014150,66,Female,1,45141
C014151,51,Male,0,45409
C014152,23,Female,0,45155
C014153,61,Male,1,45861
C014154,70,Male,0,44483
C014155,18,Male,1,45835
C014156,31,Male,0,44497
C014157,70,Female,1,44313
C014158,45,Male,1,45709
C014159,22,Male,0,44396
C014160,47,Male,0,45934
C014161,51,Male,1,46059
C014162,51,Male,0,44273
C014163,44,Female,1,45261
C014164,67,Male,0,44845
C014165,69,Female,0,45791
C014166,49,Female,1,46001
C014167,43,Male,0,45726
C014168,69,Female,0,44867
C014169,29,Male,0,45141
C014170,45,Male,0,45778
C014171,40,Female,0,44617
C014172,61,Female,0,45833
C014173,31,Male,0,44518
C014174,27,Male,1,44963
C014175,44,Male,1,45803
C014176,24,Female,1,44431
C014177,26,Female,0,45410
C014178,34,Male,0,45143
C014179,31,Female,0,44800
C014180,20,Male,0,45618
C014181,50,Female,1,44377
C014182,18,Female,0,45646
C014183,67,Female,1,45909
C014184,38,Male,1,45416
C014185,35,Female,0,44493
C014186,53,Male,0,45913
C014187,62,Male,1,45837
C014188,28,Male,0,44765
C014189,66,Female,1,45185
C014190,67,Female,0,44261
C014191,25,Male,0,45439
C014192,64,Female,0,44569
C014193,61,Male,1,45591
C014194,52,Male,1,45197
C014195,38,Male,1,45217
C014196,69,Male,0,45788
C014197,29,Male,1,45928
C014198,40,Male,1,46032
C014199,29,Male,1,45202
C014200,22,Male,1,45683
C014201,68,Female,1,45776
C014202,64,Female,0,45238
C014203,62,Male,0,46039
C014204,60,Female,0,45268
C014205,23,Female,1,45773
C014206,29,Male,0,45715
C014207,46,Male,1,44283
C014208,42,Male,1,45678
C014209,26,Female,1,45255
C014210,59,Female,0,46036
C014211,53,Male,0,45462
C014212,69,Male,1,44816
C014213,27,Female,1,44435
C014214,46,Female,1,45221
C014215,66,Female,1,44340
C014216,34,Female,0,45111
C014217,45,Male,0,44297
C014218,42,Male,0,44429
C014219,37,Female,1,44456
C014220,38,Female,1,45215
C014221,59,Female,1,45779
C014222,49,Female,0,45908
C014223,34,Female,1,44986
C014224,65,Male,0,45238
C014225,25,Female,1,45748
C014226,20,Male,1,44373
C014227,69,Male,0,45439
C014228,48,Female,0,44938
C014229,19,Female,1,45629
C014230,61,Male,0,45183
C014231,46,Male,1,45608
C014232,46,Male,1,45110
C014233,29,Male,1,44378
C014234,42,Female,0,44331
C014235,69,Female,0,44657
C014236,67,Female,0,45446
C014237,41,Female,0,44341
C014238,64,Male,0,45744
C014239,25,Male,1,45774
C014240,35,Female,0,45274
C014241,40,Male,0,45785
C014242,26,Female,0,45588
C014243,53,Female,1,46048
C014244,20,Female,0,45644
C014245,18,Male,1,44343
C014246,58,Male,0,45224
C014247,67,Female,1,44920
C014248,50,Female,0,45959
C014249,47,Male,1,45077
C014250,29,Female,1,45925
C014251,31,Male,0,44949
C014252,32,Female,0,44460
C014253,57,Female,0,44404
C014254,69,Female,1,45542
C014255,59,Male,1,45849
C014256,34,Female,1,45774
C014257,67,Male,1,46018
C014258,37,Female,1,45502
C014259,31,Male,0,44904
C014260,30,Female,0,44685
C014261,59,Male,0,45178
C014262,68,Male,0,45608
C014263,21,Male,0,44733
C014264,20,Female,0,44541
C014265,22,Female,0,45089
C014266,54,Male,1,45322
C014267,50,Male,0,44835
C014268,45,Female,0,44853
C014269,26,Male,0,45289
C014270,37,Female,1,45854
C014271,28,Female,1,45068
C014272,20,Female,0,44576
C014273,56,Male,1,45532
C014274,47,Female,1,44669
C014275,50,Male,0,44585
C014276,45,Male,1,45889
C014277,64,Female,1,44737
C014278,24,Male,0,44305
C014279,30,Male,0,44994
C014280,66,Female,1,44311
C014281,55,Male,0,44559
C014282,23,Female,1,45630
C014283,54,Male,0,45882
C014284,54,Male,0,45184
C014285,52,Female,0,45834
C014286,39,Female,0,44976
C014287,36,Female,0,44614
C014288,34,Male,1,44828
C014289,42,Female,0,44608
C014290,55,Female,1,45258
C014291,25,Male,0,44878
C014292,43,Female,0,45770
C014293,41,Male,1,44768
C014294,44,Male,1,44404
C014295,36,Male,0,44799
C014296,55,Female,0,44640
C014297,55,Male,0,45740
C014298,38,Female,1,44999
C014299,69,Male,0,44502
C014300,51,Male,0,45598
C014301,32,Male,1,45054
C014302,48,Male,1,45578
C014303,36,Female,1,45189
C014304,38,Male,1,45042
C014305,58,Female,1,46058
C014306,20,Female,1,45964
C014307,54,Female,0,44953
C014308,29,Female,0,44859
C014309,31,Female,0,45183
C014310,32,Female,0,46067
C014311,36,Male,1,45675
C014312,59,Female,1,45036
C014313,32,Female,1,46034
C014314,53,Female,1,45146
C014315,22,Male,0,45064
C014316,33,Male,1,44311
C014317,44,Male,0,44999
C014318,45,Female,0,46032
C014319,66,Male,0,44483
C014320,63,Male,0,44709
C014321,43,Female,1,45995
C014322,42,Female,0,45730
C014323,60,Female,1,44335
C014324,59,Male,1,45384
C014325,49,Male,1,44432
C014326,60,Female,1,45650
C014327,67,Male,0,44860
C014328,30,Female,1,44692
C014329,65,Male,1,45015
C014330,56,Female,1,45309
C014331,40,Male,1,44887
C014332,58,Female,1,45221
C014333,58,Female,0,44839
C014334,67,Male,1,44574
C014335,55,Male,0,45044
C014336,21,Female,0,44677
C014337,57,Female,1,45901
C014338,44,Male,0,45632
C014339,51,Female,0,44956
C014340,21,Male,0,44376
C014341,32,Female,1,44486
C014342,21,Female,1,44779
C014343,41,Male,1,44742
C014344,48,Male,0,45560
C014345,50,Male,1,44383
C014346,61,Male,1,45657
C014347,26,Male,1,45947
C014348,45,Male,0,45352
C014349,65,Female,0,45785
C014350,19,Female,1,44589
C014351,28,Male,1,45143
C014352,22,Male,0,45634
C014353,67,Male,1,45313
C014354,42,Male,0,44667
C014355,30,Male,1,45529
C014356,38,Female,1,44988
C014357,56,Female,1,45637
C014358,35,Male,0,44295
C014359,57,Male,1,45640
C014360,20,Male,0,45779
C014361,37,Female,0,44624
C014362,20,Female,0,45932
C014363,19,Female,0,45200
C014364,20,Female,1,44764
C014365,19,Female,0,45326
C014366,18,Female,1,45796
C014367,45,Male,1,44899
C014368,46,Female,0,45101
C014369,29,Male,0,45703
C014370,49,Male,1,45087
C014371,56,Female,1,44920
C014372,36,Female,1,46019
C014373,55,Female,1,44785
C014374,64,Male,1,44861
C014375,54,Female,0,44265
C014376,48,Female,1,45440
C014377,60,Female,0,44608
C014378,46,Female,1,44430
C014379,29,Male,1,45094
C014380,61,Male,1,44574
C014381,37,Male,1,45108
C014382,56,Male,1,44684
C014383,50,Female,0,44445
C014384,64,Female,0,45597
C014385,37,Male,0,45117
C014386,69,Female,0,44880
C014387,31,Male,0,44366
C014388,62,Male,0,45302
C014389,52,Female,0,45122
C014390,42,Female,1,45449
C014391,66,Female,1,44663
C014392,55,Male,0,45315
C014393,34,Male,0,44800
C014394,39,Female,0,44636
C014395,66,Male,1,44328
C014396,35,Female,1,44734
C014397,64,Female,0,45246
C014398,35,Male,0,45346
C014399,68,Female,1,45448
C014400,37,Male,0,45115
C014401,62,Male,1,45728
C014402,22,Female,1,44761
C014403,35,Male,1,44573
C014404,32,Female,0,44424
C014405,29,Male,0,44536
C014406,43,Female,0,45636
C014407,50,Male,0,45067
C014408,25,Female,1,44931
C014409,36,Male,0,45045
C014410,40,Female,1,44550
C014411,45,Male,0,44877
C014412,33,Female,0,45159
C014413,52,Male,1,44761
C014414,67,Male,1,45420
C014415,59,Female,1,45074
C014416,65,Male,0,45578
C014417,42,Male,0,45179
C014418,35,Female,1,45741
C014419,66,Female,0,45922
C014420,18,Male,1,44825
C014421,46,Male,0,44525
C014422,50,Male,0,44971
C014423,33,Female,0,45133
C014424,66,Female,0,45751
C014425,25,Female,1,45925
C014426,44,Male,0,44929
C014427,43,Female,0,44285
C014428,56,Male,0,44869
C014429,29,Male,0,45286
C014430,65,Male,1,45287
C014431,18,Male,0,44625
C014432,34,Female,1,44887
C014433,70,Female,1,44379
C014434,28,Female,1,45158
C014435,30,Male,0,46026
C014436,28,Male,0,45265
C014437,50,Male,1,44436
C014438,35,Male,1,45484
C014439,22,Female,0,44426
C014440,65,Female,0,45028
C014441,34,Female,1,45428
C014442,64,Female,1,45829
C014443,63,Female,1,44751
C014444,43,Female,0,45809
C014445,43,Male,1,45998
C014446,29,Male,0,45375
C014447,40,Male,0,45469
C014448,36,Male,0,44906
C014449,37,Male,1,44389
C014450,29,Female,0,45508
C014451,49,Male,1,45740
C014452,48,Female,0,44968
C014453,41,Female,0,44361
C014454,64,Female,0,45030
C014455,42,Male,1,45329
C014456,57,Female,0,45896
C014457,33,Female,0,44494
C014458,56,Female,0,45280
C014459,68,Female,0,44788
C014460,48,Male,0,45091
C014461,66,Male,1,46007
C014462,33,Male,0,44480
C014463,65,Male,0,46032
C014464,38,Male,1,45901
C014465,28,Male,1,46027
C014466,56,Male,1,44438
C014467,51,Male,1,44482
C014468,51,Female,0,45352
C014469,27,Female,0,46062
C014470,49,Female,1,44416
C014471,63,Female,0,45765
C014472,64,Female,0,44612
C014473,70,Female,0,45457
C014474,33,Male,0,44508
C014475,54,Female,0,45587
C014476,24,Male,0,45467
C014477,34,Female,0,45991
C014478,51,Female,1,45841
C014479,53,Male,0,44449
C014480,61,Female,1,45428
C014481,27,Male,1,44442
C014482,63,Male,1,45080
C014483,37,Male,1,46022
C014484,24,Male,1,44989
C014485,46,Female,0,44873
C014486,58,Male,0,45040
C014487,27,Male,0,44729
C014488,64,Male,0,44465
C014489,47,Female,1,45014
C014490,51,Female,0,45337
C014491,58,Female,0,45716
C014492,46,Male,0,45199
C014493,29,Male,1,45655
C014494,43,Female,0,44667
C014495,26,Male,1,45568
C014496,65,Male,0,44418
C014497,27,Female,0,44393
C014498,23,Female,1,45031
C014499,56,Male,1,45265
C014500,32,Female,1,45282
C014501,56,Female,1,46045
C014502,51,Male,1,44664
C014503,52,Female,1,45104
C014504,68,Female,0,46064
C014505,61,Female,1,44508
C014506,48,Male,0,44818
C014507,58,Female,0,45365
C014508,29,Female,1,45934
C014509,39,Male,1,44601
C014510,33,Male,0,45616
C014511,24,Male,0,45415
C014512,59,Male,0,44477
C014513,31,Female,1,44597
C014514,19,Female,0,44597
C014515,66,Female,1,45328
C014516,70,Male,0,44871
C014517,51,Male,0,46026
C014518,47,Male,0,45630
C014519,33,Female,1,45060
C014520,21,Female,1,44842
C014521,68,Female,1,45918
C014522,44,Female,1,45065
C014523,22,Female,0,45548
C014524,27,Female,0,45124
C014525,59,Male,1,45960
C014526,46,Male,0,45372
C014527,47,Female,1,44676
C014528,58,Male,1,44917
C014529,50,Male,1,44467
C014530,51,Male,1,45413
C014531,32,Male,1,45157
C014532,31,Male,0,44466
C014533,37,Female,1,45874
C014534,40,Female,1,45132
C014535,52,Male,0,44696
C014536,38,Female,1,45534
C014537,26,Male,0,44657
C014538,64,Female,0,45015
C014539,56,Male,1,45137
C014540,49,Female,0,44379
C014541,23,Male,0,45484
C014542,20,Female,0,45197
C014543,27,Male,0,44591
C014544,50,Male,1,44511
C014545,30,Female,1,44443
C014546,29,Male,0,45871
C014547,69,Female,0,45512
C014548,62,Male,0,44324
C014549,68,Female,0,45188
C014550,36,Male,1,45705
C014551,45,Female,0,44914
C014552,21,Female,0,45040
C014553,53,Female,1,45738
C014554,70,Male,0,45825
C014555,47,Female,0,45555
C014556,68,Female,0,44488
C014557,26,Female,0,44729
C014558,34,Male,0,44922
C014559,69,Female,1,45946
C014560,47,Female,1,44337
C014561,24,Female,0,46059
C014562,59,Male,1,45918
C014563,31,Male,0,45371
C014564,42,Male,0,45850
C014565,46,Female,0,44924
C014566,18,Female,0,44536
C014567,31,Male,1,44477
C014568,35,Male,0,44679
C014569,20,Female,1,45389
C014570,38,Male,0,45999
C014571,53,Male,0,45338
C014572,41,Female,0,44394
C014573,31,Male,0,45710
C014574,18,Female,0,44558
C014575,20,Female,1,44559
C014576,32,Female,1,44567
C014577,57,Male,1,45261
C014578,33,Female,0,44753
C014579,27,Male,0,44641
C014580,69,Male,0,44557
C014581,54,Male,1,45960
C014582,64,Male,1,44809
C014583,56,Male,1,45537
C014584,59,Female,1,45811
C014585,52,Female,0,46082
C014586,59,Female,0,45276
C014587,45,Male,0,45595
C014588,18,Female,0,45408
C014589,49,Female,0,44330
C014590,35,Female,1,44886
C014591,26,Female,0,45498
C014592,45,Female,0,44991
C014593,20,Female,1,45202
C014594,56,Female,0,46082
C014595,56,Male,0,44654
C014596,50,Female,1,44368
C014597,26,Male,1,45553
C014598,27,Female,0,44402
C014599,54,Female,1,46033
C014600,57,Male,1,44499
C014601,28,Female,0,45352
C014602,63,Male,1,45060
C014603,41,Male,0,45090
C014604,32,Female,1,46073
C014605,35,Male,0,45932
C014606,20,Male,1,44452
C014607,34,Male,0,44445
C014608,26,Female,0,45552
C014609,22,Female,1,45221
C014610,67,Male,1,45914
C014611,43,Female,1,45297
C014612,18,Male,0,45496
C014613,52,Female,0,44800
C014614,40,Female,1,45672
C014615,60,Female,1,44368
C014616,41,Female,1,45829
C014617,39,Female,1,44263
C014618,38,Female,1,44297
C014619,58,Male,0,44947
C014620,64,Male,0,44977
C014621,59,Female,0,44782
C014622,45,Female,0,45953
C014623,33,Male,1,44829
C014624,53,Male,1,45944
C014625,46,Female,0,45800
C014626,22,Male,0,45416
C014627,35,Male,1,44477
C014628,58,Male,0,45245
C014629,51,Female,0,45924
C014630,22,Male,1,44714
C014631,53,Male,1,44647
C014632,56,Female,1,44660
C014633,28,Male,0,45623
C014634,34,Female,0,44843
C014635,56,Female,1,44426
C014636,60,Male,1,44876
C014637,70,Male,0,44995
C014638,20,Male,1,45557
C014639,66,Male,1,46083
C014640,21,Female,0,44815
C014641,42,Female,0,45276
C014642,57,Male,0,44914
C014643,20,Male,1,45998
C014644,24,Female,1,45208
C014645,69,Female,1,44285
C014646,46,Female,0,45939
C014647,24,Male,0,45958
C014648,70,Male,1,45675
C014649,28,Female,0,45832
C014650,41,Female,0,44995
C014651,40,Male,0,44431
C014652,37,Male,1,44418
C014653,29,Male,1,44440
C014654,23,Female,0,44437
C014655,55,Male,0,44720
C014656,67,Male,1,44411
C014657,19,Female,0,45916
C014658,70,Female,0,45091
C014659,33,Male,1,44685
C014660,31,Male,0,44692
C014661,52,Female,1,45019
